season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,label,prediction
3,1,9,4,1,1,0,1,0.66,0.5909,0.89,0.0896,11,10.35
3,1,9,5,1,1,0,1,0.66,0.5909,0.89,0.0,4,14.6125
3,1,9,6,1,1,0,1,0.66,0.5909,0.94,0.0,15,77.8125
3,1,9,7,1,1,0,1,0.68,0.6364,0.85,0.0,43,264.25
3,1,9,8,1,1,0,2,0.7,0.6667,0.84,0.1045,127,326.925
3,1,9,9,1,1,0,2,0.7,0.6667,0.84,0.1343,229,330.5625
3,1,9,10,1,1,0,2,0.74,0.7121,0.74,0.2239,359,274.6875
3,1,9,11,1,1,0,2,0.74,0.697,0.7,0.2836,459,265.7625
3,1,9,12,1,1,0,2,0.76,0.7121,0.62,0.2985,543,271.8875
3,1,9,13,1,1,0,2,0.76,0.7273,0.66,0.2537,566,266.825
3,1,9,14,1,1,0,1,0.74,0.697,0.7,0.2985,512,265.175
3,1,9,15,1,1,0,1,0.74,0.697,0.7,0.2239,449,265.7625
3,1,9,16,1,1,0,1,0.74,0.697,0.7,0.2239,500,456.5375
3,1,9,17,1,1,0,1,0.74,0.697,0.7,0.1343,498,639.8625
3,1,9,18,1,1,0,1,0.74,0.697,0.66,0.1642,482,607.6625
3,1,9,19,1,1,0,1,0.72,0.697,0.74,0.194,374,437.2125
3,1,9,20,1,1,0,1,0.72,0.6818,0.76,0.1045,261,334.875
3,1,9,21,1,1,0,1,0.72,0.6818,0.76,0.1045,184,320.575
3,1,9,22,1,1,0,2,0.7,0.6667,0.84,0.1343,121,164.85
3,1,9,23,1,1,0,2,0.7,0.6667,0.84,0.2537,70,89.325
3,1,9,0,0,2,1,2,0.7,0.6667,0.84,0.2537,29,30.0875
3,1,9,1,0,2,1,1,0.68,0.6364,0.82,0.1343,24,13.4625
3,1,9,2,0,2,1,1,0.68,0.6364,0.82,0.1343,5,8.225
3,1,9,3,0,2,1,2,0.66,0.5909,0.89,0.0896,10,5.5125
3,1,9,4,0,2,1,2,0.66,0.5909,0.89,0.0,8,6.525
3,1,9,5,0,2,1,2,0.66,0.5909,0.89,0.0,38,26.2125
3,1,9,6,0,2,1,2,0.68,0.6364,0.89,0.1045,172,125.7
3,1,9,7,0,2,1,2,0.68,0.6364,0.89,0.1045,493,338.375
3,1,9,8,0,2,1,1,0.7,0.6667,0.84,0.1642,632,624.4375
3,1,9,9,0,2,1,2,0.72,0.697,0.79,0.2239,323,348.1625
3,1,9,10,0,2,1,2,0.72,0.697,0.74,0.2537,172,180.9375
3,1,9,11,0,2,1,2,0.74,0.697,0.7,0.2836,198,221.0875
3,1,9,12,0,2,1,1,0.76,0.7273,0.7,0.2836,287,254.1875
3,1,9,13,0,2,1,1,0.8,0.7576,0.55,0.4478,275,247.3375
3,1,9,14,0,2,1,1,0.8,0.7576,0.55,0.4179,274,235.775
3,1,9,15,0,2,1,1,0.8,0.7727,0.59,0.4627,292,245.9
3,1,9,16,0,2,1,1,0.76,0.7273,0.7,0.4179,458,392.5
3,1,9,17,0,2,1,1,0.76,0.7273,0.7,0.3582,856,735.3875
3,1,9,18,0,2,1,1,0.76,0.7424,0.75,0.2239,839,782.875
3,1,9,19,0,2,1,1,0.76,0.7273,0.7,0.2239,552,509.5375
3,1,9,20,0,2,1,1,0.74,0.697,0.7,0.2537,385,363.8125
3,1,9,21,0,2,1,1,0.74,0.7121,0.74,0.2537,268,284.75
3,1,9,22,0,2,1,1,0.74,0.697,0.7,0.2836,179,190.9875
3,1,9,23,0,2,1,1,0.72,0.697,0.74,0.2985,95,80.625
3,1,9,0,0,3,1,1,0.72,0.697,0.74,0.2537,37,37.825
3,1,9,1,0,3,1,1,0.7,0.6667,0.84,0.194,13,15.6875
3,1,9,2,0,3,1,1,0.7,0.6667,0.84,0.194,9,8.0
3,1,9,3,0,3,1,1,0.7,0.6667,0.79,0.2836,4,6.5125
3,1,9,4,0,3,1,1,0.7,0.6667,0.79,0.2836,5,7.4125
3,1,9,5,0,3,1,2,0.7,0.6667,0.79,0.2985,40,28.375
3,1,9,6,0,3,1,1,0.7,0.6667,0.79,0.2836,210,118.0625
3,1,9,7,0,3,1,2,0.7,0.6667,0.79,0.2537,500,331.2125
3,1,9,8,0,3,1,1,0.72,0.697,0.74,0.194,725,640.1875
3,1,9,9,0,3,1,1,0.74,0.697,0.7,0.2537,290,345.6625
3,1,9,10,0,3,1,2,0.76,0.7273,0.7,0.1642,235,180.4125
3,1,9,11,0,3,1,2,0.78,0.7424,0.62,0.1642,217,214.4625
3,1,9,12,0,3,1,1,0.78,0.7727,0.7,0.1045,266,253.175
3,1,9,13,0,3,1,1,0.8,0.7879,0.63,0.1642,234,248.6625
3,1,9,14,0,3,1,1,0.82,0.7879,0.56,0.1045,211,243.5125
3,1,9,15,0,3,1,1,0.78,0.7727,0.7,0.194,245,256.2
3,1,9,16,0,3,1,1,0.76,0.7273,0.7,0.2537,430,396.925
3,1,9,17,0,3,1,1,0.76,0.7273,0.66,0.2537,863,771.6375
3,1,9,18,0,3,1,1,0.76,0.7424,0.75,0.194,839,786.55
3,1,9,19,0,3,1,1,0.74,0.697,0.7,0.1642,662,515.675
3,1,9,20,0,3,1,1,0.72,0.7121,0.84,0.1642,412,313.2875
3,1,9,21,0,3,1,1,0.72,0.697,0.79,0.0,296,301.6375
3,1,9,22,0,3,1,1,0.72,0.697,0.79,0.0,219,188.85
3,1,9,23,0,3,1,1,0.7,0.6667,0.84,0.0896,150,86.475
3,1,9,0,0,4,1,2,0.7,0.6667,0.84,0.0896,65,32.725
3,1,9,1,0,4,1,2,0.7,0.6667,0.84,0.0,18,18.1875
3,1,9,2,0,4,1,1,0.72,0.697,0.79,0.0,8,7.9125
3,1,9,3,0,4,1,1,0.7,0.6667,0.84,0.1045,9,6.175
3,1,9,4,0,4,1,2,0.7,0.6667,0.84,0.0896,8,5.95
3,1,9,5,0,4,1,2,0.7,0.6667,0.84,0.194,38,28.0875
3,1,9,6,0,4,1,2,0.7,0.6667,0.84,0.0896,200,121.275
3,1,9,7,0,4,1,2,0.7,0.6667,0.84,0.1045,482,352.55
3,1,9,8,0,4,1,3,0.7,0.6667,0.79,0.0,646,488.4125
3,1,9,9,0,4,1,3,0.66,0.5909,0.94,0.1343,123,236.35
3,1,9,10,0,4,1,3,0.66,0.5909,0.94,0.1343,49,141.4375
3,1,9,11,0,4,1,3,0.7,0.6667,0.84,0.1642,62,154.3375
3,1,9,12,0,4,1,2,0.72,0.697,0.79,0.2239,137,238.225
3,1,9,13,0,4,1,2,0.72,0.697,0.79,0.1045,191,242.8625
3,1,9,14,0,4,1,1,0.74,0.7121,0.74,0.0896,216,249.4375
3,1,9,15,0,4,1,1,0.74,0.697,0.66,0.194,270,259.2125
3,1,9,16,0,4,1,1,0.74,0.697,0.7,0.2239,416,410.45
3,1,9,17,0,4,1,1,0.74,0.697,0.7,0.2537,808,785.975
3,1,9,18,0,4,1,1,0.72,0.6818,0.7,0.2537,835,792.2875
3,1,9,19,0,4,1,1,0.68,0.6364,0.74,0.2537,558,503.1875
3,1,9,20,0,4,1,1,0.66,0.6061,0.78,0.2239,406,361.45
3,1,9,21,0,4,1,1,0.64,0.5758,0.89,0.1642,272,234.375
3,1,9,22,0,4,1,1,0.64,0.5758,0.89,0.1642,217,184.0
3,1,9,23,0,4,1,1,0.64,0.5758,0.89,0.1642,169,108.975
3,1,9,0,0,5,1,1,0.64,0.5758,0.89,0.1343,96,42.1
3,1,9,1,0,5,1,1,0.62,0.5606,0.88,0.1045,29,29.3125
3,1,9,2,0,5,1,1,0.62,0.5758,0.83,0.0896,11,19.5625
3,1,9,3,0,5,1,1,0.62,0.5758,0.83,0.0896,9,6.9625
3,1,9,4,0,5,1,1,0.62,0.5606,0.88,0.0,8,7.25
3,1,9,5,0,5,1,1,0.62,0.5606,0.88,0.0,40,27.2125
3,1,9,6,0,5,1,1,0.62,0.5606,0.88,0.1045,140,105.1
3,1,9,7,0,5,1,1,0.64,0.5758,0.89,0.1045,486,357.775
3,1,9,8,0,5,1,1,0.66,0.6061,0.83,0.1045,719,636.6625
3,1,9,9,0,5,1,1,0.7,0.6667,0.79,0.1343,344,363.675
3,1,9,10,0,5,1,1,0.72,0.697,0.74,0.1343,224,326.5
3,1,9,11,0,5,1,1,0.76,0.7121,0.62,0.1343,296,344.7625
3,1,9,12,0,5,1,1,0.78,0.7424,0.59,0.1642,323,411.95
3,1,9,13,0,5,1,1,0.8,0.7727,0.59,0.2537,354,422.8625
3,1,9,14,0,5,1,1,0.8,0.7727,0.59,0.2537,253,424.475
3,1,9,15,0,5,1,1,0.8,0.7576,0.55,0.2537,331,429.1125
3,1,9,16,0,5,1,1,0.8,0.7576,0.55,0.2836,470,537.775
3,1,9,17,0,5,1,1,0.78,0.7424,0.59,0.3284,772,774.2625
3,1,9,18,0,5,1,1,0.76,0.7121,0.62,0.2985,792,794.0
3,1,9,19,0,5,1,1,0.74,0.6818,0.62,0.2836,568,521.125
3,1,9,20,0,5,1,1,0.72,0.6818,0.66,0.2239,391,376.65
3,1,9,21,0,5,1,1,0.7,0.6667,0.74,0.1642,301,282.8125
3,1,9,22,0,5,1,1,0.7,0.6667,0.74,0.2239,299,207.8125
3,1,9,23,0,5,1,1,0.66,0.5909,0.89,0.2537,248,155.325
3,1,9,0,0,6,0,1,0.66,0.5909,0.89,0.2537,150,105.5
3,1,9,1,0,6,0,2,0.66,0.5909,0.89,0.2836,117,73.2375
3,1,9,2,0,6,0,1,0.66,0.5909,0.89,0.3284,77,56.5625
3,1,9,3,0,6,0,2,0.66,0.5909,0.89,0.2239,43,35.8125
3,1,9,4,0,6,0,2,0.66,0.5909,0.94,0.2239,11,8.5125
3,1,9,5,0,6,0,2,0.66,0.5909,0.94,0.2537,15,10.1
3,1,9,6,0,6,0,2,0.66,0.5909,0.89,0.2836,34,30.025
3,1,9,7,0,6,0,1,0.66,0.5909,0.89,0.2836,82,131.9875
3,1,9,8,0,6,0,1,0.7,0.6667,0.79,0.3284,230,211.05
3,1,9,9,0,6,0,1,0.7,0.6667,0.74,0.3881,348,285.9625
3,1,9,10,0,6,0,1,0.74,0.697,0.7,0.3881,422,459.525
3,1,9,11,0,6,0,1,0.76,0.7121,0.62,0.4478,578,561.825
3,1,9,12,0,6,0,1,0.8,0.7576,0.55,0.4925,694,585.1
3,1,9,13,0,6,0,1,0.82,0.7727,0.52,0.5224,668,589.3875
3,1,9,14,0,6,0,1,0.82,0.7727,0.52,0.4478,626,586.4
3,1,9,15,0,6,0,3,0.56,0.5303,0.88,0.2537,512,333.2625
3,1,9,16,0,6,0,3,0.56,0.5303,0.88,0.194,114,259.4375
3,1,9,17,0,6,0,3,0.58,0.5455,0.83,0.194,171,392.8375
3,1,9,18,0,6,0,3,0.58,0.5455,0.83,0.1343,167,376.8125
3,1,9,19,0,6,0,3,0.58,0.5455,0.88,0.1045,215,303.5625
3,1,9,20,0,6,0,2,0.58,0.5455,0.88,0.0896,194,276.3125
3,1,9,21,0,6,0,2,0.6,0.5606,0.83,0.1642,181,252.3
3,1,9,22,0,6,0,2,0.58,0.5455,0.78,0.2985,194,184.35
3,1,9,23,0,6,0,2,0.58,0.5455,0.73,0.1642,133,159.875
3,1,9,0,0,0,0,2,0.56,0.5303,0.73,0.194,124,114.75
3,1,9,1,0,0,0,1,0.56,0.5303,0.73,0.2239,124,90.675
3,1,9,2,0,0,0,1,0.54,0.5152,0.77,0.2836,96,75.95
3,1,9,3,0,0,0,1,0.54,0.5152,0.73,0.2239,46,38.725
3,1,9,4,0,0,0,1,0.52,0.5,0.77,0.2537,28,7.4375
3,1,9,5,0,0,0,1,0.52,0.5,0.77,0.194,55,11.4
3,1,9,6,0,0,0,1,0.52,0.5,0.77,0.194,35,29.825
3,1,9,7,0,0,0,1,0.54,0.5152,0.73,0.1642,70,108.05
3,1,9,8,0,0,0,1,0.58,0.5455,0.68,0.2239,170,189.075
3,1,9,9,0,0,0,1,0.62,0.6061,0.61,0.2537,299,264.0875
3,1,9,10,0,0,0,1,0.64,0.6212,0.57,0.2985,495,471.0625
3,1,9,11,0,0,0,1,0.66,0.6212,0.47,0.2537,585,563.5125
3,1,9,12,0,0,0,1,0.66,0.6212,0.47,0.0,757,624.9375
3,1,9,13,0,0,0,1,0.68,0.6364,0.39,0.0,729,641.7375
3,1,9,14,0,0,0,1,0.72,0.6515,0.3,0.2836,647,601.2625
3,1,9,15,0,0,0,1,0.72,0.6515,0.32,0.2537,696,605.325
3,1,9,16,0,0,0,1,0.68,0.6364,0.36,0.2836,701,577.15
3,1,9,17,0,0,0,1,0.7,0.6364,0.37,0.2537,671,574.1625
3,1,9,18,0,0,0,1,0.66,0.6212,0.36,0.2537,560,515.8625
3,1,9,19,0,0,0,1,0.66,0.6212,0.36,0.2537,496,387.45
3,1,9,20,0,0,0,1,0.62,0.6212,0.41,0.2836,356,289.475
3,1,9,21,0,0,0,1,0.6,0.6212,0.46,0.2239,206,221.25
3,1,9,22,0,0,0,1,0.58,0.5455,0.49,0.2537,189,139.3
3,1,9,23,0,0,0,1,0.56,0.5303,0.52,0.2836,92,60.3
3,1,9,0,0,1,1,1,0.56,0.5303,0.52,0.2836,41,32.6625
3,1,9,1,0,1,1,1,0.54,0.5152,0.6,0.194,18,14.4
3,1,9,2,0,1,1,1,0.54,0.5152,0.6,0.3582,17,10.025
3,1,9,3,0,1,1,1,0.52,0.5,0.68,0.2836,12,4.3125
3,1,9,4,0,1,1,1,0.52,0.5,0.68,0.2836,5,4.8125
3,1,9,5,0,1,1,1,0.5,0.4848,0.72,0.2537,40,26.8125
3,1,9,6,0,1,1,1,0.5,0.4848,0.72,0.1343,180,117.0
3,1,9,7,0,1,1,1,0.52,0.5,0.68,0.2239,447,328.65
3,1,9,8,0,1,1,1,0.56,0.5303,0.6,0.2836,730,607.9125
3,1,9,9,0,1,1,1,0.6,0.6212,0.53,0.2985,361,346.975
3,1,9,10,0,1,1,1,0.62,0.6212,0.5,0.2836,210,189.7
3,1,9,11,0,1,1,1,0.62,0.6212,0.43,0.2985,236,216.4375
3,1,9,12,0,1,1,1,0.64,0.6212,0.44,0.3881,332,259.225
3,1,9,13,0,1,1,1,0.64,0.6212,0.38,0.2239,323,252.175
3,1,9,14,0,1,1,1,0.66,0.6212,0.36,0.2836,340,241.7625
3,1,9,15,0,1,1,1,0.66,0.6212,0.31,0.3881,346,267.8125
3,1,9,16,0,1,1,1,0.66,0.6212,0.34,0.3284,488,380.475
3,1,9,17,0,1,1,1,0.66,0.6212,0.34,0.3284,871,723.1875
3,1,9,18,0,1,1,1,0.62,0.6212,0.35,0.2985,968,731.4875
3,1,9,19,0,1,1,1,0.62,0.6212,0.38,0.2985,633,475.5875
3,1,9,20,0,1,1,1,0.6,0.6212,0.4,0.194,390,343.35
3,1,9,21,0,1,1,1,0.56,0.5303,0.49,0.1642,285,240.1125
3,1,9,22,0,1,1,1,0.54,0.5152,0.52,0.1343,159,130.325
3,1,9,23,0,1,1,1,0.54,0.5152,0.52,0.0,93,72.8
3,1,9,0,0,2,1,1,0.52,0.5,0.59,0.1045,32,31.6125
3,1,9,1,0,2,1,1,0.5,0.4848,0.63,0.0,10,17.2625
3,1,9,2,0,2,1,1,0.48,0.4697,0.77,0.1642,6,10.425
3,1,9,3,0,2,1,1,0.48,0.4697,0.67,0.1343,8,4.4
3,1,9,4,0,2,1,1,0.48,0.4697,0.72,0.1045,9,6.0
3,1,9,5,0,2,1,1,0.46,0.4545,0.72,0.0896,44,26.575
3,1,9,6,0,2,1,1,0.46,0.4545,0.77,0.1045,211,117.1375
3,1,9,7,0,2,1,1,0.5,0.4848,0.72,0.1045,596,348.3125
3,1,9,8,0,2,1,1,0.54,0.5152,0.68,0.0896,750,631.6
3,1,9,9,0,2,1,1,0.6,0.6212,0.49,0.0,358,352.7375
3,1,9,10,0,2,1,1,0.62,0.6212,0.38,0.0,196,205.6625
3,1,9,11,0,2,1,1,0.64,0.6212,0.33,0.0896,247,228.5375
3,1,9,12,0,2,1,1,0.64,0.6212,0.33,0.0,316,269.525
3,1,9,13,0,2,1,1,0.66,0.6212,0.29,0.0896,328,264.325
3,1,9,14,0,2,1,1,0.68,0.6212,0.3,0.0896,255,258.175
3,1,9,15,0,2,1,1,0.7,0.6364,0.28,0.1045,326,259.8625
3,1,9,16,0,2,1,1,0.7,0.6364,0.28,0.1343,536,395.2125
3,1,9,17,0,2,1,1,0.7,0.6364,0.28,0.0,970,743.6375
3,1,9,18,0,2,1,1,0.64,0.6212,0.36,0.1642,877,753.6625
3,1,9,19,0,2,1,1,0.62,0.6212,0.41,0.194,596,497.25
3,1,9,20,0,2,1,1,0.58,0.5455,0.56,0.1343,461,356.3875
3,1,9,21,0,2,1,1,0.56,0.5303,0.6,0.1045,310,258.7
3,1,9,22,0,2,1,1,0.56,0.5303,0.64,0.1045,216,177.375
3,1,9,23,0,2,1,1,0.54,0.5152,0.68,0.1045,109,85.6625
3,1,9,0,0,3,1,1,0.52,0.5,0.72,0.1045,49,40.2
3,1,9,1,0,3,1,1,0.52,0.5,0.72,0.1045,21,18.3875
3,1,9,2,0,3,1,1,0.52,0.5,0.72,0.0896,11,8.9125
3,1,9,3,0,3,1,1,0.5,0.4848,0.77,0.0896,7,5.425
3,1,9,4,0,3,1,1,0.5,0.4848,0.72,0.0896,5,5.6125
3,1,9,5,0,3,1,1,0.5,0.4848,0.72,0.0896,48,27.6625
3,1,9,6,0,3,1,1,0.5,0.4848,0.72,0.0896,205,123.3375
3,1,9,7,0,3,1,1,0.52,0.5,0.72,0.0,557,357.9375
3,1,9,8,0,3,1,1,0.56,0.5303,0.64,0.1045,770,642.325
3,1,9,9,0,3,1,1,0.6,0.6061,0.64,0.1343,328,350.4
3,1,9,10,0,3,1,1,0.62,0.6061,0.61,0.1343,205,189.025
3,1,9,11,0,3,1,1,0.66,0.6212,0.5,0.194,232,216.025
3,1,9,12,0,3,1,1,0.68,0.6364,0.36,0.1343,352,250.725
3,1,9,13,0,3,1,1,0.7,0.6364,0.34,0.1343,323,249.2375
3,1,9,14,0,3,1,1,0.7,0.6364,0.37,0.1642,278,247.8125
3,1,9,15,0,3,1,1,0.72,0.6515,0.37,0.1343,318,248.1
3,1,9,16,0,3,1,1,0.72,0.6515,0.37,0.1642,509,394.9
3,1,9,17,0,3,1,1,0.7,0.6364,0.41,0.2985,925,732.7125
3,1,9,18,0,3,1,1,0.66,0.6212,0.44,0.2537,977,755.275
3,1,9,19,0,3,1,1,0.64,0.6212,0.5,0.194,635,503.1375
3,1,9,20,0,3,1,1,0.62,0.6212,0.57,0.1343,470,353.4875
3,1,9,21,0,3,1,1,0.6,0.6061,0.6,0.1343,306,259.8875
3,1,9,22,0,3,1,1,0.56,0.5303,0.64,0.0896,212,179.125
3,1,9,23,0,3,1,1,0.56,0.5303,0.68,0.1045,127,88.1875
3,1,9,0,0,4,1,1,0.56,0.5303,0.73,0.0896,57,40.5375
3,1,9,1,0,4,1,1,0.54,0.5152,0.77,0.0896,28,17.875
3,1,9,2,0,4,1,1,0.54,0.5152,0.77,0.0,9,12.2375
3,1,9,3,0,4,1,1,0.52,0.5,0.83,0.0,11,6.75
3,1,9,4,0,4,1,1,0.52,0.5,0.83,0.0,6,7.2625
3,1,9,5,0,4,1,1,0.52,0.5,0.83,0.0,57,28.4375
3,1,9,6,0,4,1,1,0.5,0.4848,0.82,0.0,195,118.6
3,1,9,7,0,4,1,1,0.54,0.5152,0.77,0.0,571,357.9125
3,1,9,8,0,4,1,1,0.56,0.5303,0.73,0.0,758,646.1375
3,1,9,9,0,4,1,1,0.6,0.6061,0.64,0.0896,338,346.925
3,1,9,10,0,4,1,1,0.64,0.6212,0.61,0.0896,212,186.5
3,1,9,11,0,4,1,1,0.66,0.6212,0.5,0.1642,254,219.375
3,1,9,12,0,4,1,1,0.68,0.6364,0.44,0.1045,297,257.2375
3,1,9,13,0,4,1,1,0.7,0.6364,0.42,0.0,283,256.4375
3,1,9,14,0,4,1,1,0.72,0.6515,0.39,0.1343,274,251.725
3,1,9,15,0,4,1,1,0.72,0.6515,0.42,0.1045,352,256.65
3,1,9,16,0,4,1,1,0.72,0.6515,0.39,0.0896,491,394.725
3,1,9,17,0,4,1,1,0.72,0.6515,0.42,0.194,884,774.7875
3,1,9,18,0,4,1,1,0.68,0.6364,0.57,0.2537,852,762.7125
3,1,9,19,0,4,1,1,0.64,0.6061,0.65,0.1343,674,556.275
3,1,9,20,0,4,1,1,0.62,0.6061,0.69,0.1045,463,370.4375
3,1,9,21,0,4,1,1,0.62,0.6061,0.65,0.1045,317,264.9
3,1,9,22,0,4,1,1,0.6,0.5909,0.69,0.1343,251,200.8125
3,1,9,23,0,4,1,1,0.58,0.5455,0.73,0.1045,170,119.5875
3,1,9,0,0,5,1,1,0.56,0.5303,0.73,0.0896,87,58.575
3,1,9,1,0,5,1,1,0.56,0.5303,0.73,0.0896,41,30.5875
3,1,9,2,0,5,1,1,0.56,0.5303,0.73,0.0,30,21.175
3,1,9,3,0,5,1,1,0.54,0.5152,0.77,0.0,14,6.75
3,1,9,4,0,5,1,1,0.54,0.5152,0.77,0.0,12,7.175
3,1,9,5,0,5,1,1,0.54,0.5152,0.83,0.0,41,27.1875
3,1,9,6,0,5,1,1,0.54,0.5152,0.88,0.0,152,106.9875
3,1,9,7,0,5,1,2,0.56,0.5303,0.88,0.0,454,335.6875
3,1,9,8,0,5,1,2,0.6,0.5758,0.78,0.1642,766,631.3
3,1,9,9,0,5,1,2,0.62,0.5909,0.78,0.1642,347,342.8375
3,1,9,10,0,5,1,2,0.68,0.6364,0.65,0.0,246,333.4875
3,1,9,11,0,5,1,2,0.68,0.6364,0.61,0.1045,280,351.95
3,1,9,12,0,5,1,2,0.7,0.6515,0.54,0.194,409,420.4
3,1,9,13,0,5,1,2,0.7,0.6515,0.54,0.194,408,426.1
3,1,9,14,0,5,1,2,0.72,0.6515,0.45,0.1642,371,432.0
3,1,9,15,0,5,1,2,0.72,0.6667,0.48,0.1343,367,440.4875
3,1,9,16,0,5,1,2,0.72,0.6667,0.51,0.0,563,553.9
3,1,9,17,0,5,1,1,0.72,0.6667,0.51,0.194,894,813.3125
3,1,9,18,0,5,1,1,0.72,0.6515,0.45,0.2239,808,818.175
3,1,9,19,0,5,1,1,0.68,0.6364,0.57,0.1642,579,539.1625
3,1,9,20,0,5,1,1,0.66,0.6212,0.61,0.1045,404,383.3875
3,1,9,21,0,5,1,1,0.64,0.6061,0.73,0.2239,312,282.6375
3,1,9,22,0,5,1,1,0.62,0.5758,0.83,0.194,229,208.3875
3,1,9,23,0,5,1,1,0.62,0.5909,0.78,0.0896,195,168.7125
3,1,9,0,0,6,0,1,0.6,0.5606,0.83,0.1045,207,123.8875
3,1,9,1,0,6,0,1,0.6,0.5909,0.73,0.0,109,73.2
3,1,9,2,0,6,0,1,0.58,0.5455,0.78,0.1045,93,66.1375
3,1,9,3,0,6,0,1,0.6,0.5909,0.73,0.2537,37,35.5375
3,1,9,4,0,6,0,2,0.6,0.5909,0.69,0.3582,6,11.1875
3,1,9,5,0,6,0,1,0.58,0.5455,0.6,0.5224,16,13.5875
3,1,9,6,0,6,0,1,0.54,0.5152,0.49,0.4179,33,33.0625
3,1,9,7,0,6,0,1,0.54,0.5152,0.52,0.2836,73,141.2125
3,1,9,8,0,6,0,1,0.56,0.5303,0.49,0.4179,212,215.8625
3,1,9,9,0,6,0,1,0.6,0.6212,0.43,0.4179,342,287.4375
3,1,9,10,0,6,0,1,0.62,0.6212,0.41,0.3881,442,497.075
3,1,9,11,0,6,0,1,0.64,0.6212,0.38,0.3881,627,590.275
3,1,9,12,0,6,0,1,0.66,0.6212,0.36,0.3582,706,643.325
3,1,9,13,0,6,0,1,0.68,0.6364,0.36,0.194,704,647.55
3,1,9,14,0,6,0,1,0.68,0.6364,0.34,0.3284,715,640.7625
3,1,9,15,0,6,0,2,0.68,0.6364,0.34,0.2836,654,638.8125
3,1,9,16,0,6,0,2,0.66,0.6212,0.36,0.2239,783,585.4875
3,1,9,17,0,6,0,2,0.66,0.6212,0.36,0.2537,729,570.75
3,1,9,18,0,6,0,2,0.64,0.6212,0.36,0.2836,614,521.9625
3,1,9,19,0,6,0,1,0.62,0.6212,0.41,0.1642,478,469.525
3,1,9,20,0,6,0,1,0.6,0.6212,0.43,0.0896,330,353.1625
3,1,9,21,0,6,0,1,0.56,0.5303,0.52,0.1045,296,246.0875
3,1,9,22,0,6,0,1,0.56,0.5303,0.52,0.0,279,198.9125
3,1,9,23,0,6,0,1,0.54,0.5152,0.6,0.0,229,168.975
3,1,9,0,0,0,0,1,0.54,0.5152,0.64,0.0,151,114.3125
3,1,9,1,0,0,0,1,0.54,0.5152,0.64,0.0,117,88.275
3,1,9,2,0,0,0,1,0.52,0.5,0.63,0.0,89,74.8375
3,1,9,3,0,0,0,1,0.5,0.4848,0.68,0.0,48,38.5625
3,1,9,4,0,0,0,1,0.5,0.4848,0.72,0.0,8,11.0375
3,1,9,5,0,0,0,1,0.5,0.4848,0.72,0.0,13,12.4375
3,1,9,6,0,0,0,1,0.5,0.4848,0.72,0.0,35,31.675
3,1,9,7,0,0,0,1,0.5,0.4848,0.77,0.1045,71,63.375
3,1,9,8,0,0,0,1,0.54,0.5152,0.64,0.1642,128,172.675
3,1,9,9,0,0,0,1,0.58,0.5455,0.6,0.1343,296,275.3125
3,1,9,10,0,0,0,1,0.62,0.6212,0.5,0.1045,490,472.3875
3,1,9,11,0,0,0,1,0.64,0.6212,0.47,0.1642,559,559.1375
3,1,9,12,0,0,0,1,0.66,0.6212,0.44,0.1642,656,635.75
3,1,9,13,0,0,0,1,0.64,0.6212,0.41,0.1642,694,647.6625
3,1,9,14,0,0,0,1,0.66,0.6212,0.39,0.1343,635,649.9
3,1,9,15,0,0,0,1,0.64,0.6212,0.41,0.1642,557,639.7
3,1,9,16,0,0,0,1,0.64,0.6212,0.44,0.1642,596,581.7875
3,1,9,17,0,0,0,1,0.66,0.6212,0.41,0.0,570,569.025
3,1,9,18,0,0,0,1,0.62,0.6212,0.5,0.1642,481,479.5875
3,1,9,19,0,0,0,1,0.62,0.6212,0.5,0.1343,403,401.1
3,1,9,20,0,0,0,1,0.6,0.6212,0.53,0.1045,324,291.3125
3,1,9,21,0,0,0,1,0.6,0.6212,0.56,0.1045,191,221.2125
3,1,9,22,0,0,0,1,0.56,0.5303,0.68,0.0896,127,121.0375
3,1,9,23,0,0,0,1,0.54,0.5152,0.68,0.1045,94,72.15
3,1,9,0,0,1,1,1,0.54,0.5152,0.68,0.1642,45,34.2875
3,1,9,1,0,1,1,1,0.52,0.5,0.72,0.0896,21,21.8
3,1,9,2,0,1,1,1,0.52,0.5,0.72,0.0,13,9.325
3,1,9,3,0,1,1,1,0.5,0.4848,0.77,0.0896,7,5.9375
3,1,9,4,0,1,1,1,0.5,0.4848,0.77,0.0,11,6.225
3,1,9,5,0,1,1,1,0.48,0.4697,0.82,0.0896,45,28.3
3,1,9,6,0,1,1,1,0.48,0.4697,0.82,0.0,164,120.05
3,1,9,7,0,1,1,1,0.52,0.5,0.77,0.0,492,339.9
3,1,9,8,0,1,1,1,0.54,0.5152,0.77,0.0896,683,625.4375
3,1,9,9,0,1,1,1,0.58,0.5455,0.68,0.1343,299,338.275
3,1,9,10,0,1,1,2,0.62,0.6061,0.65,0.194,202,183.775
3,1,9,11,0,1,1,2,0.62,0.6061,0.69,0.2239,252,208.6625
3,1,9,12,0,1,1,2,0.62,0.6061,0.69,0.194,295,255.9875
3,1,9,13,0,1,1,1,0.64,0.6061,0.65,0.2537,343,260.525
3,1,9,14,0,1,1,2,0.64,0.6061,0.65,0.2537,332,238.7125
